Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
ABLM1_MOUSE,LT-Ctrl,-0.0855871538848152,0.43020281513317,-0.198946057241214,6.0,0.848875299123227,0.919336338485659,,0.396825396825397,0.285714285714286
ABLM2_MOUSE,LT-Ctrl,0.77775793605659,0.427100134480535,1.82102011511316,4.0,0.142707883069951,0.415146998994126,,0.628019323671498,0.405797101449275
ACACA_MOUSE,LT-Ctrl,-1.50406235475904,0.403758514405744,-3.72515328121994,5.0,0.0136391803416214,0.168448855022068,,0.613333333333333,0.391111111111111
ACACB_MOUSE,LT-Ctrl,1.3879063131998,0.150490757312692,9.22253524391532,3.0,0.002696726458429,0.106113050410741,,0.585858585858586,0.363636363636364
ACAD8_MOUSE,LT-Ctrl,-0.478121172404805,0.715303417229199,-0.668417291024355,0.0,,,,0.592592592592593,0.037037037037037
ACADL_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.916666666666667,0.0277777777777778
ACADM_MOUSE,LT-Ctrl,0.25939847833706,0.485422736119858,0.534376449711681,1.0,0.687566694081259,0.821583931063199,,0.444444444444444,0.111111111111111
ACADV_MOUSE,LT-Ctrl,-0.51943706471587,0.291533214763083,-1.78174231412361,6.0,0.125074622006031,0.390454355044657,,0.477777777777778,0.477777777777778
ACAP2_MOUSE,LT-Ctrl,-0.108059242188459,0.321784512197228,-0.335812439979172,1.0,0.793747869804261,0.884730827212655,,0.533333333333333,0.0888888888888889
ACBD5_MOUSE,LT-Ctrl,-0.671417293210764,0.30223226588625,-2.2215275104461,2.0,0.156426969386133,0.429397368785096,,0.444444444444444,0.111111111111111
ACBG1_MOUSE,LT-Ctrl,-0.401033979605179,0.455130276294046,-0.881141072113786,6.0,0.412143493974809,0.635685316139815,,0.37037037037037,0.37037037037037
ACE_MOUSE,LT-Ctrl,-0.0908192842740171,0.72357430420895,-0.125514800271004,5.0,0.905006600307086,0.953699640841654,,0.530864197530864,0.308641975308642
ACES_MOUSE,LT-Ctrl,-0.851496929624681,0.424746194051758,-2.00471938665781,3.0,0.138690475315655,0.410250118381927,,0.655555555555556,0.211111111111111
ACINU_MOUSE,LT-Ctrl,-1.5099681954393,0.397799929109877,-3.79579805058795,5.0,0.0126828962269609,0.163812674931435,,0.473251028806584,0.251028806584362
ACLY_MOUSE,LT-Ctrl,0.734826497061875,0.262257864715823,2.80192358714625,5.0,0.0379074954723062,0.244416324148359,,0.462962962962963,0.351851851851852
ACOC_MOUSE,LT-Ctrl,-1.45059492899759,0.324921242789332,-4.46445088214224,6.0,0.0042626570861104,0.112693996714044,,0.520833333333333,0.409722222222222
ACON_MOUSE,LT-Ctrl,-0.0939820048282527,0.759528392417168,-0.123737316164257,5.0,0.906343591660078,0.953699640841654,,0.464646464646465,0.353535353535354
ACOX2_MOUSE,LT-Ctrl,0.96283443286675,0.203143389876474,4.73967887142291,0.0,,,,0.444444444444444,0.0
ACOX3_MOUSE,LT-Ctrl,0.401764011022626,0.597232609088268,0.672709434998796,0.0,,,,0.555555555555556,0.0
ACS2L_MOUSE,LT-Ctrl,0.393257610283442,0.409026445519535,0.961447883361028,2.0,0.437776888654007,0.652483882094957,,0.513888888888889,0.180555555555556
ACSA_MOUSE,LT-Ctrl,0.221475602477859,0.789459120073548,0.28054093853172,3.0,0.797296643424704,0.886147577109551,,0.6,0.155555555555556
ACSL3_MOUSE,LT-Ctrl,0.05474950695487,0.14292280166754,0.383070485017679,1.0,0.76710709287322,0.866918987528907,,0.648148148148148,0.0925925925925926
ACSL5_MOUSE,LT-Ctrl,-0.704009482971244,0.514262448275453,-1.36896925943572,3.0,0.264499885234759,0.516782685701169,,0.611111111111111,0.166666666666667
ACSL6_MOUSE,LT-Ctrl,-0.923000756286052,0.449150792991054,-2.05499081976337,3.0,0.132129343620882,0.402815944876635,,0.474747474747475,0.252525252525253
ACTBL_MOUSE,LT-Ctrl,0.476222642741055,0.167174023338783,2.84866412394692,4.0,0.0464585122487917,0.257200007648984,,0.505050505050505,0.282828282828283
ACTH_MOUSE,LT-Ctrl,,,,,,,,,
ACTH_MOUSE;ACTS_MOUSE,LT-Ctrl,1.23735217808135,0.602128323193097,2.05496425001177,4.0,0.109073912012967,0.378137103121117,,0.625730994152047,0.403508771929825
ACTN1_MOUSE,LT-Ctrl,0.21484305888033,0.250794613421105,0.856649415031856,2.0,0.481897219590277,0.684609652012384,,0.677777777777778,0.233333333333333
ACTN2_MOUSE,LT-Ctrl,1.91783747663044,0.708336353558627,2.70752371665716,4.0,0.0536746047799141,0.274064369058569,,0.537037037037037,0.314814814814815
ACTN2_MOUSE;ACTN3_MOUSE,LT-Ctrl,1.80478329351635,0.984021736056828,1.83408884924481,2.0,0.208080993082114,0.473853351675555,,0.577777777777778,0.0222222222222222
ACTN3_MOUSE,LT-Ctrl,1.13895334315967,0.847026995856506,1.34464822104988,1.0,0.407086370129367,0.631915708492782,,0.638888888888889,0.194444444444444
ACTN4_MOUSE,LT-Ctrl,-0.114255381132879,0.27505935448136,-0.415384458922744,3.0,0.705782250016261,0.831106353574007,,0.422222222222222,0.0888888888888889
ACTS_MOUSE,LT-Ctrl,0.823205212690854,0.437895812044926,1.87991113421838,4.0,0.133294906723639,0.40491020139389,,0.530864197530864,0.308641975308642
ACTY_MOUSE;ACTZ_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.488888888888889,0.0444444444444444
ACY1_MOUSE,LT-Ctrl,1.04483512862515,0.190734510776736,5.47795532318835,3.0,0.0119624799702627,0.163812674931435,,0.259259259259259,0.148148148148148
ADA_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,,
ADA10_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.537037037037037,0.0925925925925926
ADA17_MOUSE,LT-Ctrl,0.279305206630439,0.62113246546721,0.449670919101528,2.0,0.696983669386147,0.824682775245706,,0.592592592592593,0.259259259259259
ADAS_MOUSE,LT-Ctrl,-1.07346784224226,0.382851217600856,-2.80387731027517,6.0,0.0310051601182659,0.222076648897234,,0.481481481481482,0.37037037037037
ADDG_MOUSE,LT-Ctrl,-0.758369136486325,0.320081031493536,-2.3693035883685,3.0,0.0985660575663179,0.361337147885968,,0.677777777777778,0.233333333333333
ADH1_MOUSE,LT-Ctrl,0.512465379998856,0.837372997369367,0.611991766642562,1.0,0.650374565924232,0.800897937077002,,0.703703703703704,0.037037037037037
ADHX_MOUSE,LT-Ctrl,-0.177666696669012,0.425069729899632,-0.417970709678534,2.0,0.716569736937258,0.838475791768907,,0.361111111111111,0.138888888888889
ADPRH_MOUSE,LT-Ctrl,0.445032233373988,0.290593714332878,1.53145856714643,3.0,0.223166984678091,0.483251685994398,,0.37037037037037,0.148148148148148
ADPRS_MOUSE,LT-Ctrl,-0.190411006069714,0.15354000055533,-1.24013941240737,0.0,,,,0.583333333333333,0.0277777777777778
ADRM1_MOUSE,LT-Ctrl,0.261701466873757,0.0931801068511688,2.80855512745609,1.0,0.217761383601978,0.482697083098178,,0.518518518518519,0.0740740740740741
ADRO_MOUSE,LT-Ctrl,-0.297609041539634,0.172485974494176,-1.72541009442876,1.0,0.334393282576599,0.580725912505409,,0.5,0.0555555555555556
AEBP1_MOUSE,LT-Ctrl,-0.512522691244343,0.256507260978679,-1.99808258561126,2.0,0.183764596460319,0.451100384485033,,0.592592592592593,0.148148148148148
AEDO_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,,
AF1L2_MOUSE,LT-Ctrl,-2.01222104462388,0.329598092049663,-6.10507491748673,4.0,0.0036428535997452,0.110383233400751,,0.416666666666667,0.0833333333333333
AFAD_MOUSE,LT-Ctrl,-0.194168190712862,0.44652963477892,-0.434838307672449,5.0,0.681807484053984,0.820144582920936,,0.452380952380952,0.341269841269841
AFF2_MOUSE,LT-Ctrl,,,,,,,,,
AG10B_MOUSE,LT-Ctrl,0.289749397890598,0.0012148348619613,238.509287939599,0.0,,,,0.592592592592593,0.037037037037037
AGAP1_MOUSE,LT-Ctrl,-0.170552505819956,0.386185623788374,-0.441633492585465,4.0,0.681578821443797,0.820144582920936,,0.472222222222222,0.25
AGAP3_MOUSE,LT-Ctrl,0.292731088993678,0.944223126018092,0.310023214775688,1.0,0.808615003608396,0.894233062813991,,0.425925925925926,0.0925925925925926
AGO1_MOUSE,LT-Ctrl,-0.304751721206768,0.366929662053856,-0.830545340763536,1.0,0.558764790787726,0.736890121600025,,0.694444444444444,0.25
AGO3_MOUSE,LT-Ctrl,0.0284338051549468,0.267665977462476,0.106228686307108,2.0,0.925095992521808,0.966536242502132,,0.462962962962963,0.240740740740741
AGRG1_MOUSE,LT-Ctrl,-0.203787695779912,0.401260634385112,-0.507868647748599,3.0,0.646531310535951,0.797325785296522,,0.277777777777778,0.0555555555555556
AGRIN_MOUSE,LT-Ctrl,0.389820194754136,0.270216562310384,1.44262139752326,3.0,0.244817387073761,0.501434665999503,,0.777777777777778,0.333333333333333
AHSA1_MOUSE,LT-Ctrl,0.123236582410487,0.421752128988485,0.292201447106036,3.0,0.789175089039273,0.881375743006238,,0.466666666666667,0.133333333333333
AHSA2_MOUSE,LT-Ctrl,,,,,,,,,
AHSP_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,,
AINX_MOUSE,LT-Ctrl,0.58845148562264,,,0.0,,,,0.777777777777778,0.0
AIP_MOUSE,LT-Ctrl,-1.04954812835666,0.28295244830138,-3.70927388915455,1.0,0.167643560233378,0.439949945297332,,0.37037037037037,0.148148148148148
AKA12_MOUSE,LT-Ctrl,-1.14931091312603,0.367452815867334,-3.12777821667579,3.0,0.0521554066657366,0.271529071010543,,0.388888888888889,0.166666666666667
AKAP9_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.555555555555556,0.0
AKCL2_MOUSE,LT-Ctrl,-0.603651455864152,0.0984062905667892,-6.13427711162884,1.0,0.102875794353433,0.368003898617355,,0.711111111111111,0.0444444444444444
AKT3_MOUSE,LT-Ctrl,-0.232114790540671,0.343215397165044,-0.676294806287647,4.0,0.535940863868275,0.722559316067826,,0.488888888888889,0.155555555555556
AKTS1_MOUSE,LT-Ctrl,-0.780666117970523,0.124286791993414,-6.28116717351504,3.0,0.008148461574571,0.145128389307097,,0.5,0.166666666666667
AL1A2_MOUSE,LT-Ctrl,-1.03392053803312,0.0324650208338925,-31.8472162184395,1.0,0.0199832432938909,0.196579346821299,,0.634920634920635,0.301587301587302
AL1A3_MOUSE,LT-Ctrl,-0.560843284478918,1.01137701408149,-0.554534339489873,2.0,0.634946256888322,0.787631280538886,,0.685185185185185,0.12962962962963
AL1A7_MOUSE,LT-Ctrl,2.9472476212987,0.700001545968444,4.21034444605578,1.0,0.148453053972579,0.417941043796347,,0.841269841269841,0.174603174603175
AL1B1_MOUSE,LT-Ctrl,-0.238561259026821,0.230011619643405,-1.03717046728626,3.0,0.375916189457203,0.606918122673271,,0.311111111111111,0.0888888888888889
AL3A2_MOUSE,LT-Ctrl,-1.50191188311609,0.221735490926517,-6.77343927596068,5.0,0.0010661847272626,0.0955574440026533,,0.466666666666667,0.355555555555556
AL3B1_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.592592592592593,0.037037037037037
ALAT1_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.8,0.0222222222222222
ALAT2_MOUSE,LT-Ctrl,-0.206045342458978,0.0006261286637778,-329.078277962488,0.0,,,,0.511111111111111,0.0666666666666667
ALDOA_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,,
ALDOB_MOUSE,LT-Ctrl,4.93673222456641,1.22690843888161,4.02371690349321,0.0,,,,0.534722222222222,0.0902777777777778
ALDOC_MOUSE,LT-Ctrl,-0.0977246901080368,0.203680267142675,-0.479794589230297,2.0,0.678720390710401,0.819696574648107,,0.472222222222222,0.0277777777777778
ALDR_MOUSE,LT-Ctrl,1.04620211745671,0.159545228602963,6.55740147554171,0.0,,,,0.694444444444444,0.0277777777777778
ALG1_MOUSE,LT-Ctrl,,,,,,,completeMissing,,
ALG3_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.444444444444444,0.0
ALS2_MOUSE,LT-Ctrl,,,,,,,completeMissing,,
AMBP_MOUSE,LT-Ctrl,,,,,,,,,
AMD_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.733333333333333,0.0666666666666667
AMFR_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.555555555555556,0.0
AMPD1_MOUSE,LT-Ctrl,0.379354852772935,0.374132227590688,1.01395930314766,3.0,0.385270286289771,0.615241557348237,,0.488888888888889,0.0444444444444444
AMPD3_MOUSE,LT-Ctrl,0.0799530126683987,0.253200078045397,0.315770094881502,7.0,0.761383525381664,0.863450254907727,,0.522875816993464,0.522875816993464
AMPE_MOUSE,LT-Ctrl,0.229836393952927,0.980389412497854,0.234433778071252,0.0,,,,0.583333333333333,0.0277777777777778
AMPN_MOUSE,LT-Ctrl,0.198615143289104,0.203331925936014,0.976802547729789,2.0,0.431682524493191,0.647524949120047,,0.4,0.0666666666666667
AMY1_MOUSE,LT-Ctrl,2.8081137393162,0.287521457833397,9.76662319562718,1.0,0.0649568389042683,0.295448847919414,,0.488888888888889,0.0444444444444444
AMYP_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,,
AN13A_MOUSE,LT-Ctrl,-1.74860157019226,0.594148936355365,-2.94303576628202,2.0,0.0986629800965231,0.361337147885968,,0.6,0.155555555555556
AN13C_MOUSE,LT-Ctrl,-0.0714824599750703,0.663633599625605,-0.10771374447496,1.0,0.931690668747622,0.966536242502132,,0.644444444444444,0.0888888888888889
AN32A_MOUSE,LT-Ctrl,0.0357955024872822,0.412551847635852,0.0867660699919539,1.0,0.944900995992205,0.971212243411912,,0.555555555555556,0.0
AN34B_MOUSE,LT-Ctrl,1.67519890237837,0.841517511225936,1.99068810812732,0.0,,,,0.777777777777778,0.0
ANC2_MOUSE,LT-Ctrl,,,,,,,,,
ANCHR_MOUSE,LT-Ctrl,0.628197472907282,0.783366468794777,0.801920299031659,5.0,0.458999103547505,0.668353255767967,,0.652777777777778,0.430555555555556
ANFY1_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.481481481481482,0.037037037037037
ANGL7_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.574074074074074,0.0185185185185185
ANGT_MOUSE,LT-Ctrl,0.612405942072845,0.373046703815889,1.64163343572951,2.0,0.242364658436484,0.499740087749672,,0.518518518518519,0.0740740740740741
ANK1_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.482758620689655,0.0383141762452107
ANK1_MOUSE;ANK2_MOUSE;ANK3_MOUSE,LT-Ctrl,,,,,,,,,
ANK2_MOUSE,LT-Ctrl,0.762505905402412,0.465450354679368,1.63821103096522,5.0,0.162303471536542,0.436344878398437,,0.544444444444445,0.322222222222222
ANK3_MOUSE,LT-Ctrl,-0.0821195402578105,0.190401439268114,-0.431296846145023,5.0,0.684215004266828,0.820544715601691,,0.555555555555556,0.333333333333333
ANKR2_MOUSE,LT-Ctrl,-0.682518605459916,0.394015141581393,-1.73221415481802,4.0,0.158272186696825,0.431234363753668,,0.555555555555556,0.333333333333333
ANKS6_MOUSE,LT-Ctrl,,,,,,,,,
ANM1_MOUSE,LT-Ctrl,-0.444848246082505,0.425807216720127,-1.04471748860681,4.0,0.355129202843654,0.596077853840341,,0.488888888888889,0.266666666666667
ANM3_MOUSE,LT-Ctrl,,,,,,,completeMissing,,
ANM5_MOUSE,LT-Ctrl,-0.217321682748188,0.120759103512073,-1.79962981197903,2.0,0.213728084974207,0.478977377187229,,0.333333333333333,0.0
ANM7_MOUSE,LT-Ctrl,0.25633398045839,0.244923728268724,1.04658696105241,1.0,0.485510970174678,0.686568770521035,,0.422222222222222,0.2
ANR17_MOUSE,LT-Ctrl,-0.98511346928272,0.420604276535167,-2.34213849986938,2.0,0.143950466636192,0.415466848479813,,0.388888888888889,0.166666666666667
ANR46_MOUSE,LT-Ctrl,-0.395545691341365,0.425147024261238,-0.930373891311342,4.0,0.40484276175677,0.630733495909417,,0.595959595959596,0.262626262626263
ANS1A_MOUSE,LT-Ctrl,-0.475674124154373,0.292979669542018,-1.6235738298768,1.0,0.351444016220699,0.594643275445423,,0.333333333333333,0.0
ANTR2_MOUSE,LT-Ctrl,-0.782408674425179,0.290798824340225,-2.69054964785479,5.0,0.0432702180580888,0.250514822137081,,0.494949494949495,0.383838383838384
ANX11_MOUSE,LT-Ctrl,0.0293273330243485,0.391841396043799,0.0748449074560522,5.0,0.943240321435889,0.970780184835477,,0.388888888888889,0.277777777777778
ANXA1_MOUSE,LT-Ctrl,-2.69454382777656,0.379632152932345,-7.09777558872037,2.0,0.019277646539043,0.192575472526147,,0.5,0.166666666666667
ANXA3_MOUSE,LT-Ctrl,-0.359894137098665,0.362760299081282,-0.992099019683588,5.0,0.366702564689299,0.6018047909353,,0.423611111111111,0.423611111111111
ANXA4_MOUSE,LT-Ctrl,-0.265201516621407,0.598226418336931,-0.443312947226014,1.0,0.73435189063476,0.848644368915893,,0.703703703703704,0.037037037037037
ANXA5_MOUSE,LT-Ctrl,-0.0523793975921947,0.392596206329936,-0.133417992195715,2.0,0.906076276141237,0.953699640841654,,0.361111111111111,0.0277777777777778
ANXA6_MOUSE,LT-Ctrl,0.0408434118979848,0.347599916675824,0.117501213143488,6.0,0.910297583738718,0.956660566264541,,0.450980392156863,0.339869281045752
AOFA_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.666666666666667,0.0
AOFB_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.648148148148148,0.0925925925925926
AOXA_MOUSE,LT-Ctrl,-0.100347183347171,0.0791604445594296,-1.26764299904652,0.0,,,,0.555555555555556,0.0
AP1G1_MOUSE,LT-Ctrl,-1.37250618575719,0.148054353424684,-9.27028590520571,2.0,0.0114370250156488,0.163812674931435,,0.407407407407407,0.0740740740740741
AP1M1_MOUSE,LT-Ctrl,0.207089046588539,0.528163016031768,0.392093047605747,3.0,0.72118433368582,0.840967571025747,,0.311111111111111,0.0888888888888889
AP2A1_MOUSE;AP2A2_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.777777777777778,0.0
AP2B1_MOUSE,LT-Ctrl,-0.732299905771716,0.749189132655343,-0.977456657941945,3.0,0.400429273812421,0.628503090251035,,0.444444444444444,0.111111111111111
AP2S1_MOUSE,LT-Ctrl,0.094326621268462,0.533621940413307,0.176766759618997,2.0,0.875972129501024,0.937991509704364,,0.555555555555556,0.111111111111111
AP3B1_MOUSE,LT-Ctrl,-0.6977402767463,0.672666026518471,-1.03727592778486,2.0,0.408567379938479,0.631915708492782,,0.5,0.277777777777778
AP3B1_MOUSE;AP3B2_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.805555555555556,0.0277777777777778
AP3B2_MOUSE,LT-Ctrl,-0.465615819920489,0.303399513889834,-1.53466237948409,5.0,0.185455143468074,0.451100384485033,,0.452380952380952,0.452380952380952
AP3D1_MOUSE,LT-Ctrl,-0.740435653984736,0.447111564935837,-1.65604227681069,4.0,0.173054756669942,0.442978287875252,,0.565656565656566,0.343434343434343
APC1_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.703703703703704,0.037037037037037
APEH_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,0.777777777777778,0.0
API5_MOUSE,LT-Ctrl,-0.870818275230461,0.196245236418375,-4.43739828351279,3.0,0.0212755320019069,0.198885083686334,,0.222222222222222,0.0
APOA1_MOUSE,LT-Ctrl,0.333646456082707,0.520202529590889,0.641377996268303,2.0,0.586969128292383,0.75524849054807,,0.511111111111111,0.177777777777778
APOB_MOUSE,LT-Ctrl,2.39959536704651,0.312359961095194,7.68214773312515,4.0,0.001544140032917,0.0955574440026533,,0.53968253968254,0.317460317460317
APOE_MOUSE,LT-Ctrl,,,,,,,,,
AQP1_MOUSE,LT-Ctrl,-0.393001237390461,0.376213946454424,-1.04462166034579,3.0,0.372959805710212,0.606918122673271,,0.185185185185185,0.0740740740740741
AR2BP_MOUSE,LT-Ctrl,-0.113746883343332,0.386613198554602,-0.294213657910769,3.0,0.787777170674233,0.881157064500808,,0.314814814814815,0.203703703703704
ARAF_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.577777777777778,0.133333333333333
ARAP1_MOUSE,LT-Ctrl,-0.281670166445634,0.452079007403847,-0.623055178038857,3.0,0.577402119434259,0.750386008402128,,0.703703703703704,0.259259259259259
ARC1A_MOUSE,LT-Ctrl,-0.935131912130528,0.449542087260629,-2.08018768126681,1.0,0.285275521701819,0.536317980799419,,0.694444444444444,0.0277777777777778
ARFG1_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.694444444444444,0.0277777777777778
ARFG2_MOUSE,LT-Ctrl,-0.76205604536184,0.476138843269962,-1.60049123513699,6.0,0.160607639440433,0.433410089207676,,0.483660130718954,0.372549019607843
ARFG3_MOUSE,LT-Ctrl,0.594335709204868,0.120072160454561,4.94982106555651,0.0,,,,0.577777777777778,0.0222222222222222
ARGI1_MOUSE,LT-Ctrl,inf,,,,,0.0,oneConditionMissing,,
ARH37_MOUSE,LT-Ctrl,0.301931668870932,0.0282098722368009,10.7030498520674,2.0,0.0086167443280955,0.147267993971088,,0.592592592592593,0.037037037037037
ARH40_MOUSE,LT-Ctrl,-0.429611108102855,0.630507288578939,-0.681373738075461,3.0,0.544519832731927,0.728366403837339,,0.763888888888889,0.319444444444444
ARHG1_MOUSE,LT-Ctrl,-0.749386302158588,0.361673700738359,-2.07199556016573,3.0,0.129993670163652,0.398458858545108,,0.425925925925926,0.0925925925925926
ARHG6_MOUSE,LT-Ctrl,-inf,,,,,0.0,oneConditionMissing,0.777777777777778,0.0
ARHGA_MOUSE,LT-Ctrl,,,,,,,completeMissing,,
ARHGC_MOUSE,LT-Ctrl,-0.0155969796153258,0.544094138245934,-0.0286659578167995,5.0,0.978239997368057,0.98875758306635,,0.545893719806763,0.323671497584541
